rid,label,conference_name
935,r25,in proceedings of international conference on computer vision
936,r25,in proceedings of eighth international conference on computer vision iccv
937,r25,in iccv
938,r25,in proceedings of international conference on computer vision
939,r25,in proceedings of international conference on computer vision
940,r25,in proceedings of international conference on computer vision
941,r25,in proceedings of international conference on computer vision
942,r25,in proc of iccv
943,r25,in proceedings of international conference on computer vision
944,r25,in proceedings of international conference on computer vision
945,r25,in proc of iccv
946,r25,iccv
947,r25,in proceedings of international conference on computer vision
948,r25,inproceedings of international conference on computer vision
949,r25,in proc of iccv
950,r25,in proceedings of international conference on computer vision
951,r25,iccv
952,r25,iccv
953,r25,in proceedings of international conference on computer vision
954,r25,in proceedings of ieee international conference on computer vision
955,r25,in proceedings of international conference on computer vision
956,r25,in proc iccv
957,r25,in proceedings of the international conference on computer vision
958,r25,in proceedings of international conference on computer vision
959,r25,proceedings of international conference on computer vision
960,r25,in proceedings of international conference on computer vision
961,r25,in proceedings of international conference on computer vision
962,r25,in ieee proceedings of iccv
963,r26,in pods
964,r26,in proc of 21th symposium on principles of database systems pods
965,r26,in 21st acm symposium on principles of databases systems pods
966,r26,in proc pods
967,r26,in pods
968,r26,in symposium on principles of database systems
969,r26,in 21st acm symposium on principles of databases systems pods
970,r26,in proceedings of the acm sigmod sigart symposium on principles of database systems
971,r26,in 21st acm symposium on principles of databases systems pods
972,r26,in proc pods
973,r26,in symposium on principles of database systems pods
974,r26,in pods
975,r26,in pods
976,r26,in proc pods
977,r26,in proc 21st acm symposium on principles of database systems pods
978,r26,in proceedings of the twenty first acm sigmodsigact sigart symposium on principles of database systems
979,r26,in pods
980,r26,in pods
981,r26,in symposium on principles of database systems pods
982,r26,proc of the 21st acm sigact sigmod sigart symp on principles of database systems pods
983,r26,in pods
984,r26,in proceedings of the acm sigmod sigact sigart symposium on principles of database systems
985,r26,in proc of pods
986,r26,in proc 21st acm symp on principles of databases systems
987,r26,pods
988,r26,in proc of pods
989,r26,in proceedings of the 21st acm sigact sigmod sigart symposium on principles of database systems pods
990,r26,in proc of acm pods
991,r26,in proc of pods
992,r26,in proceedings of the twenty first acm sigact sigmodsigart symposium on principles of database systems pods
993,r26,in proc of 21th symposium on principles of database systems pods
994,r26,in pods
995,r26,in proc pods
996,r26,in proceedings of acm principles of database systems pods
997,r26,number of queries operations number of queries pe with wildcard pe with descendant op figure 8 of operations number of queries client search down all
998,r26,in proc pods
999,r26,in pods
1000,r26,in proc pods
1001,r27,in eccv
1002,r27,in european conference on computer vision
1003,r27,proceedings european conference on computer vision eccv
1004,r27,in european conference on computer vision
1005,r27,in computer vistion eccv
1006,r27,7th european conference on computer vision 2
1007,r27,in eccv
1008,r27,in proc european conf computer vision
1009,r27,in european conference on computer vision
1010,r27,in european conference on computer vision eccv
1011,r27,in ieee eur conf on computer vision
1012,r27,european conference on computer vision eccv
1013,r27,eccv
1014,r27,in european conference on computer vision
1015,r27,in computer vistion eccv
1016,r28,in
1017,r28,international conference on dependable systems and networks dsn
1018,r28,subscribe system dsn
1019,r28,in proc of the int conf on dependable systems and networks
1020,r28,in proceedings of the international conference on dependable systems and networks dsn
1021,r28,in proc of dsn
1022,r28,in proceedings of the international conference on dependable systems and networks dsn
1023,r28,proc international conference on dependable systems and networks
1024,r28,in proceedings of the international conference on dependable systems and networks
1025,r28,proc dependable systems and networks dsn
1026,r28,subscribe system dsn
1027,r28,in proceedings of the international conference on dependable systems and networks
1028,r28,in proceedings of the international conference on dependable systems and networks dsn
1029,r28,in proc of the int conf on dependable systems and networks
1030,r28,dsn
1031,r28,subscribe system dsn
1032,r29,in proceedings of the 12th national conference on artificial intelligence
1033,r29,in proceedings aaai
1034,r29,proc 12th national conf on ai
1035,r29,in proc of aaai
1036,r29,in proceedings of the 12th national conference on artificial intelligence
1037,r29,proc 12th national conf on ai
1038,r29,in proceedings of the 12 th national conference on artificial intelligence aaai
1039,r29,in proceedings of the 12th national conferenceonarti cial intelligence
1040,r29,in proc of the twelfth national conf on artificial intelligence
1041,r29,in proceedings of aaai 94
1042,r29,in proceedings of the 12 th national conference on artificial intelligence aaai 94
1043,r29,proc of the twelfth national conference on ai
1044,r29,in proceedings of the aaai 94
1045,r29,in proceedings aaai
1046,r29,in proceedings of the twelfth national conference on artificial intelligence
1047,r29,proc of the twelfth national conferenceonai
1048,r29,in proceedings aaai
1049,r29,proc 12th national conf on ai
1050,r29,in proceedings aaai
1051,r29,in proc of the twelfth national conference on artificial intelligence
1052,r29,in proceedings of the twelfth national conference on artificial intelligence vol 2
1053,r29,in proc 12th nat conf on artificial intelligence
1054,r29,in proceedings aaai
1055,r29,in proceedings of the 12th national conference on artificial intelligence
1056,r29,in proc 12th national conf on ai
1057,r29,in proceedings of the twelfth national conference on artificial intelligence
1058,r29,in aaai 94 the twelfth national conference on artificial intelligence
1059,r29,in proceedings of the twelfth national conference on artificial intelligence
1060,r29,in proceedings aaai 94 aaai
1061,r29,proc 12th national conf on ai
1062,r29,in proceedings of the 12 th national conference on artificial intelligence aaai
1063,r29,proceedings of the 12th national conference on artificial intelligence
1064,r29,in proceedings aaai
1065,r29,in proc 12th national conf on artificial intelligence
1066,r29,in proceedings of the 12th national conference on artificial intelligence
1067,r29,in proceedings of the twelfth national conference on artificial intelligence
1068,r29,in proceedings aaai
1069,r29,proc 12th national conf on ai
1070,r29,in proc of aaai
1071,r29,in proceedings of the 12th national conference on artificial intelligence
1072,r29,proc 12th national conf on ai
1073,r29,in proceedings of the 12 th national conference on artificial intelligence aaai
1074,r29,in proceedings of the 12th national conferenceonarti cial intelligence
1075,r29,in proc of the twelfth national conf on artificial intelligence
1076,r29,in proceedings of aaai 94
1077,r29,proc of the twelfth national conference on ai
1078,r29,in proceedings of the aaai 94
1079,r29,in proceedings aaai
1080,r29,in proceedings of the twelfth national conference on artificial intelligence
1081,r29,proc of the twelfth national conferenceonai
1082,r29,in proceedings aaai
1083,r29,proc 12th national conf on ai
1084,r29,in proceedings aaai
1085,r29,in proc of the twelfth national conference on artificial intelligence
1086,r29,in proceedings of the twelfth national conference on artificial intelligence vol 2
1087,r29,in proc 12th nat conf on artificial intelligence
1088,r29,in proceedings aaai
1089,r29,in proceedings of the 12th national conference on artificial intelligence
1090,r29,in proc 12th national conf on ai
1091,r29,in proceedings of the twelfth national conference on artificial intelligence
1092,r29,in aaai 94 the twelfth national conference on artificial intelligence
1093,r29,in proceedings of the twelfth national conference on artificial intelligence
1094,r29,in proceedings aaai 94 aaai
1095,r29,proc 12th national conf on ai
1096,r29,in proceedings of the 12 th national conference on artificial intelligence aaai
1097,r29,proceedings of the 12th national conference on artificial intelligence
1098,r29,in proceedings aaai
1099,r29,in proc 12th national conf on artificial intelligence
1100,r29,in proceedings of the 12th national conference on artificial intelligence
1101,r29,in proceedings of the twelfth national conference on artificial intelligence
1102,r30,in proceedings of the 6th international conference on extending database technology
1103,r30,in proceeding edbt
1104,r30,in proc edbt
1105,r30,in proc of the conf on extending database technology edbt
1106,r30,proceedings of the 6th international conference on extending database technology
1107,r30,in international conf on extending datbase technology edbt
1108,r30,proc edbt
1109,r30,in proc of the edbt
1110,r30,conf
1111,r30,in proc of the conf on extending database technology edbt
1112,r30,in proc of the conf on extending database technology edbt
1113,r30,in proc of the conf on extending database technology edbt
1114,r30,in edbt
1115,r30,in proc of the conf on extending database technology edbt
1116,r30,in proc of the conf on extending database technology edbt
1117,r30,proc edbt
1118,r30,in proc of the conf on extending database technology edbt
1119,r30,in international conf on extending datbase technology edbt
1120,r30,in edbt
1121,r30,proc edbt
1122,r30,springer lncs
1123,r30,proc of the conf on extending database technology edbt
1124,r30,in proc of the conf on extending database technology edbt
1125,r30,proc int conf on extending database technology edbt98
1126,r30,in vi intl conference on extending database technology edbt 98
1127,r30,in proc int conf extending database technology edbt
1128,r30,in proceeding edbt
1129,r30,in proc of the conf on extending database technology edbt
1130,r30,in international conf on extending datbase technology edbt
1131,r30,in proceedings of the conf on extending database technology edbt
1132,r30,in proc of the conf on extending database technology edbt
1133,r30,in advances in database technology edtb
1134,r30,in proc of the conf on extending database technology edbt
1135,r30,in proc of the conf on extending database technology edbt
1136,r30,in proc of the conf on extending database technology edbt
1137,r30,in advances in database technology edbt
1138,r30,in proc of the conf on extending database technology edbt
1139,r30,in proc of edbt
1140,r30,in proc of the conf on extending database technology edbt
1141,r30,in proc of the conf on extending database technology edbt
1142,r30,in proceeding edbt
1143,r31,proceedings of the fifth international workshop on distributed algorithms
1144,r31,in proceedings of the 5th international workshop on distributed algorithms
1145,r31,in proceedings of the 5th international workshop on distributed algorithms
1146,r31,prel version in proceedings of the 5th international workshop on distributed algorithms
1147,r31,in proceedings of the 5th international workshop on distributed algorithms
1148,r31,proceedings of the fifth international workshop on distributed algorithms
1149,r31,proceedings of the fifth international workshop on distributedalgorithms
1150,r31,in proceedings of the 5th international workshop on distributed algorithms
1151,r31,prel version in proceedings of the 5th international workshop on distributed algorithms
1152,r31,in proceedings of the 5th international workshop on distributed algorithms
1153,r31,proceedings of the fifth international workshop on distributed algorithms
1154,r31,proceedings of the fifth international workshop on distributed algorithms
1155,r31,proceedings of the fifth international workshop on distributed algorithms
1156,r31,prel version in proceedings of the 5th international workshop on distributedalgorithms
1157,r32,in proceedings of the 21 st annual international acm sigir conference on research and development in information retrieval
1158,r32,in proc of acm sigir
1159,r32,acm sigir 98 proceedings
1160,r32,in proceedings of the 21st annual international acm sigir conference on research and development in information retrieval
1161,r32,in proceedings of acm sigir
1162,r32,proceedings of the twenty first annual international acm sigir conference on research and development in information retrieval
1163,r32,in the proceedings of the 21 st international acm sigir conference on research and development in information retrieval sigir
1164,r32,sigir
1165,r32,in acm sigir conference on research and development in information retrieval
1166,r32,proceedings of the 21st annual international acm sigir conference on research and development in information retrieval
1167,r32,sigir
1168,r32,in proceedings of the 21st 441 annual international acm sigir conference on research and development in information retrieval
1169,r32,proceedings of the 21st annual international acm sigir conference on research and development in information retrieval
1170,r32,in proceedings of the 21st annual international acm sigir conference on research and development in information retrieval
1171,r32,proceedings of the 21st annual international acm sigir conference on research and development in information retrieval
1172,r32,proceedings of the 21st annual international acm sigir conference on research and development in information retrieval
1173,r32,in croft et al
1174,r32,il proceedings of the 21st annual international acm sigir conferenceonresearch and development in information retrieval
1175,r32,in proceedings of sigir
1176,r32,in proceedings of the 21st annual international acm sigir conference on research and development in information retrieval
1177,r32,proceedings of the 21st annual international acm sigir conference on research and development in information retrieval
1178,r32,proceedings of the 21st annual international acm sigir conference on research and development in information retrieval
1179,r32,proceedings of the 21st annual international acm sigir conference on research and development in information retrieval
1180,r32,in proceedings of the 21st annual international acm sigir conference on research and development in information retrieval association for computing machinery online available
1181,r32,in proceedings of the 21 st annual international acm sigir conference
1182,r32,in proceedings of the association for computing machinery special interest group on information retrieval acm sigir 21st international conference on research and development in information retrieval
1183,r32,in proceedings of the 21 st annual international acm sigir conference
1184,r32,in proceedings of the 21st annual international acm sigir conferenceonresearch and development in information retrieval
1185,r32,method avg precision ratio to jj jj
1186,r32,in proceedings of the 21st acm sigir conference on research and development in information retrieval
1187,r32,in proceedings of the 21st annual international acm sigir conference on research and development in information retrieval
1188,r32,in proceedings of the 21st annual international acm sigir conference on research and development in information retrieval
1189,r32,in proceedings of the association for computing machinery special interest group on information retrieval acm sigir 21st international conference on research and development in information retrieval
1190,r32,proceedings of the 21st annual international acm sigir conference on research and development in information retrieval
1191,r32,in proceedings of the 20 th international acm sigir conference on research and development in information retrieval
1192,r32,in proc 21th ann intl acm sigir conf on r d in ir
1193,r32,proceedings of the 21 st acm sigir conference on research and development in information retrieval
1194,r32,in
1195,r32,proceedings of the 21st annual international acm sigir conference on research and development in information retrieval
1196,r32,proc of sigir
1197,r32,in proceedings of
1198,r32,the 21th annual international acm sigir conference on research and development in information retrieval
1199,r32,in proceedings of the 21st annual international acm sigir conference on research and development in information retrieval
1200,r32,proceedings of the 21st annual international acm sigir conference on research and development in information retrieval
1201,r32,in proceedings of the 21st annual international acm sigir conference on research and development in information retrieval
1202,r32,proceedings of the 21st annual international acm sigir conference on research and development in information retrieval
1203,r32,proceedings of the 21 st annual international acm sigir conference on research and development in information retrieval acm sigir
1204,r32,in proceedings of the 21 st international conference on research and
1205,r32,avg p clir monoir development in information retrieval
1206,r32,in proceedings of the 21st acm sigir conferenceonresearch and development in information retrieval sigir 98
1207,r33,proceedings of the 22 nd international conference on distributed computing systems
1208,r33,proceedings of the 22 nd international conference on distributed computing systems
1209,r33,in proceedings of the 22 nd icdcs
1210,r33,in proceedings of the 22nd icdcs
1211,r33,in proceedings of the 22nd international conference on distributed computing systems
1212,r33,in proceedings of the 22nd international conference on distributed computing systems
1213,r33,network international conference on distributed computing systems
1214,r33,in proceedings of the 22nd international conference on distributed computing systems icdcs
1215,r33,in proceedings of the 22nd icdcs
1216,r33,in proceedings of the 22nd icdcs
1217,r33,in proceedings of the 22nd icdcs
1218,r33,in proceedings of the 22nd international conference on distributed computing systems
1219,r33,proc 22nd int l conf on distributed computing systems
1220,r34,in proceedings of the international conference on parallel processing
1221,r34,in proceedings of the international conference on parallel processing
1222,r34,in proceedings of the international conference on parallel processing
1223,r34,in proceedings of the international conference on parallel processing
1224,r34,in proceedings of the international conference on parallel processing
1225,r34,in proceedings of the international conference on parallel processing
1226,r34,in proceedings of the international conference on parallel processing
1227,r34,proceedings of the international conference on parallel
1228,r34,in proceedings of the international conference on parallel processing
1229,r34,in proceedings of the international conference on parallel processing
1230,r34,in proceedings of the international conference on parallel processing
1231,r35,in proceedings of the theoretical aspects of computer software
1232,r35,pages 844 885 of proceedings of theoretical aspects of computer software
1233,r35,in proc of tacs volume 789 of lecture notes in computer science
1234,r35,in proc theoretical aspects of computer software
1235,r35,in proc theoretical aspects of computer software
1236,r35,in proc theoretical aspects of computer software
1237,r35,in proc theoretical aspects of computer software
1238,r35,in proceedings of theoretical aspects of computer software
1239,r35,in proc theoretical aspects of computer software
1240,r35,in proceedings of theoretical aspects of computer software tacs 94
1241,r35,in proc of tacs
1242,r35,in proc theoretical aspects of computer software
1243,r35,in proceedings theoretical aspects of computer software
1244,r35,in proceedings of theoretical aspects of computer software tacs 94
1245,r35,in proceedings of theoretical aspects of computer software
1246,r35,proceedings of tacs 94 volume 789 of lncs
1247,r35,in proc of tacs
1248,r35,in proceedings of theoretical aspects of computer software
1249,r35,in proceedings of theoretical aspects of computer software
1250,r36,in proceedings sixth international conference on network protocols
1251,r36,in in proceedings of the
1252,r36,international conference on network protocols
1253,r36,in proceedings of the
1254,r36,international conference on network protocols
1255,r36,proceedings of the
1256,r36,international conference on network protocols
1257,r36,in ieee symposium on security and privacy 5 minutes
1258,r36,in ieee symposium on security and privacy 5 minutes
1259,r36,proceedings of the
1260,r36,international conference on network protocols
1261,r36,in in proceedings of the
1262,r36,international conference on network protocols
1263,r36,in proceedings of ieee conference
1264,r36,in ieee symposium on security and privacy 5 minutes
1265,r36,in ieee symposium on security and privacy 5 minutes
1266,r36,proceedings sixth international conference on network protocols
1267,r37,in proceedings of acm sigmetrics conference on measurement and modeling of computer systems
1268,r37,in proceedings acm sigmetrics
1269,r37,proceedings of acm sigmetrics conference on measurement and modeling of computer systems
1270,r37,in proc sigmetrics
1271,r37,in proceedings of the joint international conference on measurement and modeling of computer systems sigmetrics 99
1272,r37,in proceedings of the joint international conference on measurement and modeling of computer systems sigmetrics 99
1273,r37,proceedings of the sigmetrics
1274,r37,proc of acm sigmetrics conference
1275,r37,in proceedings of acm sigmertics 99 conference
1276,r37,in proceedings of the joint international conference on measurement and modeling of computer systems sigmetrics 99
1277,r37,in proceedings of the acm sigmetrics conference on measurement and modeling of computer systems
1278,r37,in measurement and modeling of computer systems
1279,r37,in 3rd international www caching workshop
1280,r37,in proceedings of the joint international conference on measurement and modeling of computer systems sigmetrics 99
1281,r37,proceedings of the sigmetrics
1282,r37,proceedings of acm sigmetrics conference on measurement and modeling of computer systems
1283,r37,proceedings acm conference on measurement and modeling of computer systems sigmetrics
1284,r37,in proc of acm sigmetrics
1285,r37,in proc acm sigmetrics conf
1286,r37,in proceedings of the joint international conference on measurement and modeling of computer systems sigmetrics 99
1287,r37,in proceedings of the acm sigmetrics conference
1288,r37,in proceedings of the joint international conference on measurement and modeling of computer systems sigmetrics 99
1289,r37,in proceedings of sigmetrics
1290,r37,in proceedings of the joint international conference on measurement and modeling of computer systems sigmetrics 99
1291,r37,in proceedings of acm sigmetrics
1292,r37,in proc of sigmetrics 99
1293,r37,in proceedings of the joint international conference on measurement and modeling of computer systems sigmetrics
1294,r37,in proceedings of the joint international conference on measurement and modeling of computer systems sigmetrics 99
1295,r37,in proceedings of the joint international conference on measurement and modeling of computer systems sigmetrics 99
1296,r37,in proceedings of the acm sigmetrics conference on measurement and modeling of computer systems
1297,r37,in proc of sigmetrics
1298,r37,in proceedings of the acm sigmetrics conference
1299,r37,in proceedings of the acm conferenceonmeasurement and modeling of computer systems acm sigmetrics
1300,r37,proceedings of the sigmetrics
1301,r37,in proceedings of acm sigmetrics
1302,r37,in proceedings of sigmetrics
1303,r37,in proceedings of the joint international conference on measurement and modeling of computer systems sigmetrics
1304,r37,in proceedings of the joint international conference on measurement and modeling of computer systems sigmetrics 99
1305,r37,in proceedings of sigmetrics
1306,r37,in proc ofsigmetrics
1307,r37,in proc acm sigmetrics conf
1308,r37,in proceedings of the joint international conference on measurement and modeling of computer systems sigmetrics 99
1309,r37,in proc of acm sigmetrics
1310,r37,in proc acm sigmetrics conf
1311,r37,in proceedings of acm sigmetrics
1312,r37,proceedings of acm sigmetrics conference on measurement and modeling of computer systems
1313,r37,in proceedings of the acm sigmetrics conference on measurement and modeling of computer systems
1314,r37,sigmetrics
1315,r37,in proc acm sigmetrics
1316,r37,proceedings of the sigmetrics
1317,r37,in proceedings of the acm sigmetrics conferenceon measurementand modeling of computer systems
1318,r37,in proceedings of the joint international conference on measurement and modeling of computer systems sigmetrics 99
1319,r38,in proceedings of the fourth international conference on architectural support for programming languages and operating systems
1320,r38,fourth international symposium on architectural support for programming languages and operating systems
1321,r38,in architectural support for programming languages and operating systems asplos
1322,r38,in proc of the fourth intl conf on architectural support for programming languages and operating systems
1323,r38,in proceedings of the international conference on architectural support for programming languages and operating systems
1324,r38,in the proc fourth int conf on architectural support for programming languages and operating systems
1325,r38,in proceedings of the fourth international conference on architectural support for programming languages and operating systems
1326,r38,in the proc fourth int conf on architectural support for programming languages and operating systems
1327,r38,fourth international symposium on architectural support for programming languages and operating systems
1328,r38,in proceedings of the fourth international conference on architectural support for programming languages and systems
1329,r38,in proceedings of the fourth international conference on architectural support for programming languages and operating systems
1330,r38,in proceedingsof the fourth international conferenceon architectural support for programming languages and operating systems
1331,r38,in 4 th international conference on architecture support for programming languages and operating systems
1332,r38,in proceedings of the fourth international conference on architectural support for programming languages and operating systems
1333,r38,in proc 4th intl conf on architectural support for programming languages and operating systems
1334,r38,in architectural support for programming languages and operating systems asplos iv
1335,r38,in proceedings of the fourth international conference on architectural support for programminglanguagesand operating systems
1336,r38,in 4 th international conference on architecture support for programming languages and operating systems
1337,r38,international conference on architectural support for programming languages and operating systems asplos iv
1338,r38,proc intl conf asplos
1339,r38,fourth international symposium on architectural support for programming languages and operating systems
1340,r38,in proceedings of the fourth international asplos conference
1341,r38,in the proc fourth int conf on architectural support for programming languages and operating systems
1342,r38,4th int conf on arch support for prog lang and operating systems
1343,r38,fourth international symposium on architectural support for programming languages and operating systems
1344,r38,in 4 th international conference on architecture support for programming languages and operating systems
1345,r38,fourth international symposium on architectural support for programming languages and operating systems
1346,r38,in proceedings of the fourth international conference on architectural support for programming languages and operating systems
1347,r38,in architectural support for programming languages and operating systems
1348,r38,in 4 th international conferenceonarchitecture support for programming languages and operating systems
1349,r38,in proceedings of the fourth international conference on architectural support for programming languages and operating systems
1350,r38,in proceedings of the fourth international conference on architectural support for programming languages and operating systems
1351,r38,in proceedings of the fourth international conference on architectural support for programming languages and operating systems
1352,r38,in architectural support for programming languages and operating systems asplos iv
1353,r39,in proceedings of icml
1354,r39,proceedings of the fifteenth international conference on machine learning
1355,r39,in proceedings of the fifteenth international conference on machine learning icml
1356,r39,in proceedings of the fifteenth international conference on machine learning
1357,r39,in proceedings of the fifteenth international conference on machine learning
1358,r39,proceedings of the fifteenth international conference on machine learning
1359,r39,proceedings of the fifteenth international conference on machine learning ml 98
1360,r39,in proceedings of the fifteenth international conference on machine learning
1361,r39,proc of the fifteenth international conference on machine learning
1362,r39,proceedings of the fifteenth international conference on machine learning
1363,r39,in proceedings of the fifteenth international conference on machine learning
1364,r39,proceedings of icml
1365,r39,in proceedings of the fifteenth international conference on machine learning
1366,r39,in proc 15th icml
1367,r39,in proceedings of the fifteenth international conference on machine learning
1368,r39,proceedings of the fifteenth international conference on machine learning
1369,r39,proceedings of icml
1370,r39,in proceedings of the fifteenth international conference on machine learning
1371,r39,in proceedings of the fifteenth international conference on machine learning
1372,r39,in proceedings of the fifteenth international conference on machine learning icml
1373,r39,in proceedings of the fifteenth international conference on machine learning
1374,r39,in proc 15th icml
1375,r39,in proc 15th international conf on machine learning
1376,r39,international conference on machine learning
1377,r39,proc of international conference on machine learning
1378,r39,proceedings of icml 98
1379,r39,proceedings of the fifteenth international conference on machine learning ml 98
1380,r39,in proceedings of the fifteenth international conference on machine learning
1381,r39,in proc 15th icml
1382,r39,in proceedings of the fifteenth international conference on machine learning
1383,r39,in proceedings of the fifteenth international conference on machine learning
1384,r39,in icml
1385,r39,in proceedings of the 15th international conference on machine learning
1386,r39,proceedings of the fifteenth international conference on machine learning icml
1387,r39,proceedings of the fifteenth international conference on machine learning
1388,r39,in proceedings of the fifteenth international conference on machine learning
1389,r39,in proc of the 15th int conf on machine learning ml
1390,r39,in proceedings of the fifteenth international conference on machine learning
1391,r39,in icml
1392,r39,in proceedings of the fifteenth international conference on machine learning
1393,r39,in proceedings of the fifteenth international conference on machine learning
1394,r39,in proceedings of the fifteenth international conference on machine learning
1395,r39,in proceedings of the fifteenth international conference on machine learning
1396,r39,in proceedings of the 15th int conf on machine learning icml
1397,r39,in proceedings of the fifteenth international conference on machine learning
1398,r39,proceedings of the fifteenth international conference on machine learning
1399,r39,in proceedings of the fifteenth international conference on machine learning
1400,r39,in proceedings of the fifteenth international conference on machine learning
1401,r39,proc of the 15th international conference on machine learning
1402,r39,in proceedings of the fifteenth international conference on machine learning
1403,r39,in proceedings of the fifteenth international conference on machine learning
1404,r39,in proceedings of the fifteenth international conference on machine learning
1405,r39,in proceedings of the fifteenth international conference on machine learning icml 98
1406,r39,in proceedings of the fifteenth international conference on machine learning icml 98
1407,r39,in proceedings of the fifteenth international conference on machine learning
1408,r39,in proc of the 15th int conf on machine learning ml
1409,r39,in proceedings of the fifteenth international conference on machine learning icml 98
1410,r39,in proceedings of the fifteenth international conference on machine learning
1411,r39,in icml
1412,r39,proceedings of the fifteenth international conference on machine learning ml 98
1413,r39,in proc of the 15th international conf on machine learning
1414,r39,in proceedings of the 15th international conference on machine learning
1415,r39,proceedings of the fifteenth international conference on machine learning
1416,r39,proceedings of icml
1417,r39,in proc 15th icml
1418,r39,icml
1419,r39,in icml
1420,r39,in proceedings of icml
1421,r39,proceedings of the fifteenth international conference on machine learning
1422,r39,proceedings of the 15th international conference on machine learning ml 98
1423,r39,proceedings of icml 98
1424,r39,proceedings of the fifteenth international conference on machine learning
1425,r39,proceedings of the 15th international conference on machine learning
1426,r39,in proceedings of the 15th int conf on machine learning icml
1427,r39,in fifteenth international conference on machine learning
1428,r39,in icml
1429,r39,15th int conf on machine learning
1430,r39,in proceedings of the fifteenth international conference on machine learning icml 98
1431,r39,in proceedings of the fifthteenth international conference on machine learning
1432,r39,in proceedings of the fifteenth international conference on machine learning
1433,r39,in proceedings of the fifteenth international conference on machine learning
1434,r39,in proceedings of the fifteenth international conference on machine learning
1435,r39,in proceedings of the fifteenth international conference on machine learning
1436,r39,proceedings of international conference on machine learning
1437,r39,proceedings of the fifteenth international conference on machine learning
1438,r39,in proc 15th international conference on machine learning
1439,r39,in proceedings of the international conference on machine learning icml 98
1440,r39,in proceedings of the fifteenth international conference on machine learning
1441,r39,in fifteenth international conference on machine learning
1442,r39,in proceedings of the fifteenth international conference on machine learning
1443,r39,in proceedings of the fifteenth international conference on machine learning
1444,r39,in proceedings of the fifteenth international conference on machine learning
1445,r39,proceedings of the 15th international conference on machine learning
1446,r39,in proceedings of the fifteenth international conference on machine learning icml 98
1447,r39,in icml
1448,r39,proceedings of the fifteenth international conference on machine learning
1449,r39,in proc 15th icml
1450,r39,in proceedings of the fifteenth international conference on machine learning
1451,r39,in proceedings of the fifteenth international conference on machine learning
1452,r39,in proceedings of the fifteenth international conference on machine learning
1453,r39,in proceedings of the fifteenth international conference on machine learning
1454,r39,proceedings of the fifteenth international conference on machine learning
1455,r39,in proceedings of the icml
1456,r39,in proceedings of the fifteenth international conference on machine learning
1457,r39,in proceedings of the fifteenth international conference on machine learning
1458,r39,in proceedings of the fifteenth international conference on machine learning
1459,r39,in proceedings of the fifteenth international conference on machine learning
1460,r39,in proceedings of the the fifteenth international conference on machine learning icml98
1461,r39,in icml
1462,r39,in proceedings of the fifteenth international conference on machine learning icml 98
1463,r39,proceedings of the fifteenth international conference on machine learning
1464,r39,in proceedings of icml
1465,r39,in proceedings of the fifteenth international conference on machine learning
1466,r39,proceedings of the fifteenth international conference on machine learning
1467,r40,in proceedings of the 18th annual international symposium on computer architecture
1468,r40,in 18th ann intl symp computer architecture conf proc
1469,r40,in 18th ann intl symp computer architecture conf proc
1470,r40,in conference proceedings of the 18th annual international symposium on computer architecture
1471,r40,in proc 18th annual symposium on computer architecture
1472,r40,in proc 18th annual symposium on computer architecture
1473,r40,the proceedings of international symposium on computer architecture
1474,r40,proc of the 18th annual intl symp on computer architecture
1475,r40,in 18th ann intl symp computer architecture conf proc
1476,r40,in proc 18th annual symposium on computer architecture
1477,r40,proc 18th ann int symp on computer arch
1478,r40,in 18th ann intl symp computer architecture conf proc
1479,r40,in 18th ann intl symp computer architecture conf proc
1480,r40,proceedings of the 18th annual international symposium on computer architecture
1481,r41,in proc of the 16th conference in uncertainty in artificial intelligence uai 00
1482,r41,in proceedings of the uai
1483,r41,in uai
1484,r41,in proceedings of the sixteenth conference on uncertainty in artificial intelligence
1485,r41,in submitted to uai
1486,r41,in submitted to uai
1487,r41,in uai
1488,r41,in submitted to uai
1489,r41,in submitted to uai
1490,r41,in proceedings of the uai
1491,r41,in proceedings of uai
1492,r41,in uai
1493,r41,in submitted to uai
1494,r41,in uai
1495,r41,in proceedings of the sixteenth conference on uncertainty in artificial intelligence
1496,r42,in fourth international symposium on theoretical aspects of computer software
1497,r42,in proc tacs
1498,r42,in proc tacs
1499,r42,fourth international symposium on theoretical aspects of computer software
1500,r42,in proc tacs
1501,r42,fourth international symposium on theoretical aspects of computer software
1502,r42,in proceedings of tacs
1503,r42,theoretical aspects of computer software sendai lncs
1504,r42,in proc tacs
1505,r42,fourth international symposium on theoretical aspects of computer software
1506,r42,in proc tacs
1507,r42,fourth international symposium on theoretical aspects of computer software
1508,r42,in proc tacs
1509,r42,fourth international symposium on theoretical aspects of computer software
1510,r42,in proc tacs
1511,r42,fourth international symposium on theoretical aspects of computer software
1512,r42,in proc tacs
1513,r43,in aaai
1514,r43,in proceedings of aaai
1515,r43,in proceedings of aaai
1516,r43,in proc 15th nat conf ai
1517,r43,in proc aaai
1518,r43,in proc 15th nat conf ai
1519,r43,in aaai
1520,r43,in proc 15th nat conf ai
1521,r43,in proc 15th nat conf ai
1522,r43,in aaai
1523,r43,in proceedings of the fifteenth national conference on artificial intelligence
1524,r44,in proceedings of the 25th international workshop on graph theoretic concepts in computer science
1525,r44,in wg vol 1665 of lncs
